    158,        22.7412,        18.8905,        16.4363,        14.3325,        12.6602,        11.3203,         9.7576,         8.2054,         7.0427,         6.1314,         5.3657
    159,        22.9265,        18.8340,        16.6057,        14.6394,        12.9506,        11.5447,         9.9006,         8.2946,         7.0997,         6.1644,         5.3790
    160,        23.1390,        19.0549,        16.8294,        14.8799,        13.1970,        11.7646,        10.0546,         8.3890,         7.1588,         6.1984,         5.3926
    161,        21.3534,        18.9154,        16.9965,        15.1035,        13.4234,        11.9727,        10.2129,         8.4885,         7.2203,         6.2335,         5.4065
    162,        19.5011,        18.1554,        16.8412,        15.2124,        13.6113,        12.1670,        10.3715,         8.5921,         7.2844,         6.2698,         5.4209
    163,        18.2559,        17.5058,        16.5375,        15.1764,        13.7198,        12.3289,        10.5250,         8.6984,         7.3511,         6.3075,         5.4356
    164,        16.8824,        16.6306,        16.0704,        15.0229,        13.7473,        12.4441,        10.6654,         8.8051,         7.4198,         6.3465,         5.4507
    165,        18.6187,        16.5924,        15.7486,        14.8166,        13.7011,        12.5065,        10.7853,         8.9094,         7.4900,         6.3867,         5.4662
    166,        19.4579,        17.0749,        15.8205,        14.7341,        13.6498,        12.5307,        10.8810,         9.0082,         7.5606,         6.4280,         5.4822
    167,        19.7001,        17.4374,        16.0142,        14.7820,        13.6525,        12.5522,        10.9569,         9.0992,         7.6304,         6.4700,         5.4985
    168,        19.7423,        17.2857,        16.0283,        14.8422,        13.6960,        12.5910,        11.0231,         9.1824,         7.6983,         6.5123,         5.5154
    169,        20.2568,        17.5479,        16.1280,        14.8921,        13.7408,        12.6393,        11.0864,         9.2593,         7.7636,         6.5544,         5.5326
    170,        22.0470,        18.2478,        16.4187,        15.0122,        13.8067,        12.6942,        11.1486,         9.3312,         7.8264,         6.5960,         5.5503
    171,        21.9322,        18.4289,        16.6746,        15.1976,        13.9173,        12.7671,        11.2127,         9.3995,         7.8865,         6.6369,         5.5684
    172,        22.6679,        18.9775,        16.9938,        15.3956,        14.0500,        12.8602,        11.2825,         9.4659,         7.9444,         6.6770,         5.5868
    173,        23.6176,        19.3957,        17.3009,        15.6216,        14.2075,        12.9710,        11.3600,         9.5319,         8.0004,         6.7162,         5.6056
    174,        21.5766,        19.4191,        17.5893,        15.8639,        14.3840,        13.0983,        11.4463,         9.5988,         8.0552,         6.7547,         5.6248
    175,        21.5940,        19.1539,        17.5966,        16.0160,        14.5502,        13.2359,        11.5413,         9.6678,         8.1094,         6.7926,         5.6443
    176,        21.4914,        19.0722,        17.5762,        16.0901,        14.6732,        13.3641,        11.6417,         9.7394,         8.1635,         6.8301,         5.6641
    177,        20.2992,        18.7328,        17.5147,        16.1324,        14.7648,        13.4741,        11.7414,         9.8131,         8.2180,         6.8675,         5.6842
    178,        20.9812,        18.6942,        17.4056,        16.1186,        14.8223,        13.5646,        11.8363,         9.8877,         8.2729,         6.9049,         5.7045
    179,        19.1700,        18.4256,        17.3829,        16.1246,        14.8621,        13.6355,        11.9232,         9.9618,         8.3283,         6.9425,         5.7252
    180,        19.6536,        17.9014,        17.0732,        16.0463,        14.8801,        13.6929,        12.0016,        10.0339,         8.3836,         6.9803,         5.7462
    181,        19.9662,        18.1224,        17.0403,        15.9682,        14.8596,        13.7265,        12.0698,        10.1032,         8.4386,         7.0182,         5.7674
    182,        21.6175,        18.5013,        17.1083,        15.9610,        14.8536,        13.7477,        12.1268,        10.1686,         8.4927,         7.0561,         5.7889
    183,        22.5283,        19.1001,        17.3979,        16.0585,        14.8854,        13.7741,        12.1760,        10.2295,         8.5455,         7.0939,         5.8108
    184,        22.3792,        19.3972,        17.6956,        16.2347,        14.9721,        13.8226,        12.2239,        10.2864,         8.5967,         7.1314,         5.8328
    185,        21.4931,        19.1978,        17.7532,        16.3687,        15.0813,        13.8954,        12.2769,        10.3409,         8.6461,         7.1685,         5.8552
    186,        19.8210,        18.8585,        17.7312,        16.4354,        15.1684,        13.9742,        12.3365,        10.3947,         8.6940,         7.2050,         5.8777
